key,en,ar
SDN-942B69992162-658B5492704-X-380852,Abū Ḩamrā’,أبو حمراء
SDN-942B97861395-658B15644153-X-7029022,Ad Dabkar,الدبكر
SDN-942B1690804-658B38017091-X-378141,Aţ Ţulayḩ,الطليح
SDN-942B11096066-658B38962047-X-6991643,Wad Blolh,ود بلولة
SDN-942B51960613-658B15336674-X-364375,‘Uţayshah,عطيشة
SDN-942B97861395-658B95846491-X-7031558,Ad Dakka,الدكّ
SDN-942B86275988-658B29195193-X-8047366,Nuni,نن
SDN-942B69992162-658B37119158-X-372505,Khawr as Sanţ,خور السنط
SDN-942B11858188-658B96645241-X-381129,‘Abd ar Razzāq,عبد الرزّاق
SDN-942B51960613-658B15786683-X-6983187,Mogadar,موغأدر
SDN-942B80268870-658B30942172-X-374340,Ḩajar al Bayḑā’,حجر البيضاء
SDN-942B86275988-658B65348086-X-374935,Gettin,
SDN-942B11858188-658B96645241-X-374316,Ḩājj aţ Ţāhir,حاجّ الطاهر
SDN-942B51960613-658B15336674-X-7026440,Mandara,مندر
SDN-942B91082353-658B90307628-X-375062,Gaugeh,
SDN-942B11858188-658B18597122-X-364032,Wad Wudaydah,ود وديدة
SDN-942B97861395-658B53081734-X-7031620,Butri,بتر
SDN-942B97861395-658B91404659-X-434462,Umm Garku,أمّ غأرك
SDN-942B93854462-658B86266976-X-8389631,Girab el Ahmar,
SDN-942B69992162-658B37119158-X-374981,Genneto,
SDN-942B69992162-658B39799222-X-374279,Halasa,هلس
SDN-942B97552203-658B7044114-X-364812,Umm Na‘lah,أمّ نعلة
SDN-942B97861395-658B5321418-X-434446,Karkarāy,كركراي
SDN-942B1690804-658B38017091-X-365640,Tulu,تل
SDN-942B53073919-658B51731802-X-377955,Bā Bikr Ḩamzah,با بكر حمزة
SDN-942B86275988-658B65348086-X-375375,Figenga,
SDN-942B53073919-658B21898088-X-378466,Ar Ruhayd,الرهيد
SDN-942B2883900-658B65201614-X-364828,Umm Mufra‘,أمّ مفرع
SDN-942B6749338-658B69605626-X-367461,Sellenarti,
SDN-942B80268870-658B60481889-X-443934,Hillat el Karton,Hillat el Karton
SDN-942B97861395-658B99970676-X-378161,Tartar,ترتر
SDN-942B86275988-658B7364354-X-374260,Hallufa,هلّف
SDN-942B97861395-658B17388764-X-8249916,Soba,سوب
SDN-942B11096066-658B55709038-X-367497,Sayyidāb,سيّداب
SDN-942B97552203-658B51401791-X-371031,Luwaybid,لويبد
SDN-942B53073919-658B31729364-X-380851,Abū Ḩamrā’,أبو حمراء
SDN-942B51960613-658B15336674-X-365583,Tunsa Fahal,تنس فهل
SDN-942B93854462-658B64088994-X-365559,Turju,
SDN-942B2883900-658B65201614-X-377902,Bagras,بغرس
SDN-942B3923818-658B4724147-X-7041554,Kulli,كلّ
SDN-942B6749338-658B87167729-X-367454,Semna West,
SDN-942B86275988-658B98788246-X-7467732,Kirakira,كركر
SDN-942B51960613-658B51623620-X-6991695,Kambo ar Rizeqal,Kambo ar Rizeqal
SDN-942B51960613-658B22792001-X-379722,Al ‘Amārah,العمارة
SDN-942B3923818-658B23361016-X-365947,Tirkeldi,
SDN-942B51960613-658B59992430-X-364629,Umm Shanaq,أمّ شنق
SDN-942B1690804-658B80869572-X-377338,Birkat Jarrah,بركة جرّة
SDN-942B97552203-658B67351362-X-8244738,El Geref,
SDN-942B3923818-658B10289929-X-372146,Koringo,كورنغو
SDN-942B6749338-658B87167729-X-367597,Saras East,سرّس
SDN-942B91082353-658B77704874-X-7033680,Ar Rimela,Ar Rimela
SDN-942B80268870-658B14038138-X-444080,El Giref,El Giref
SDN-942B93854462-658B67199928-X-366523,Tahamidta,
SDN-942B11096066-658B86367930-X-373789,Wawissi Hillat esh Shekh Abd el Qadir,هوشب
SDN-942B91082353-658B77704874-X-379516,Aj Jarif,أج جرف
SDN-942B53073919-658B21898088-X-377594,Bashīr Maqbūl,بشير مقبول
SDN-942B93854462-658B54406774-X-8385481,Gilingitta,غإلنغإتّ
SDN-942B89754425-658B29346926-X-6971638,Mahattat Adarōt,Mahattat Adarōt
SDN-942B6749338-658B2878490-X-372166,Korba,كورب
SDN-942B69992162-658B75251993-X-365153,Umm Dūdah,أمّ دودة
SDN-942B69992162-658B83593835-X-370442,Markūkah,مركوكة
SDN-942B69992162-658B37698204-X-379685,Al ‘Arqān,العرقان
SDN-942B51960613-658B15786683-X-7026192,Awlād Yōsif,Awlād Yōsif
SDN-942B82453041-658B45854223-X-373442,Jādas Sīd,جادس سيد
SDN-942B82453041-658B19894577-X-367274,Shaqq Ḩamad,شقّ حمد
SDN-942B1690804-658B38017091-X-364992,Umm Ḩijārah,أمّ حجارة
SDN-942B3923818-658B20729209-X-8384830,Sufel ’Awen,Sufel 'Awen
SDN-942B11096066-658B16705481-X-6992713,Hillat Ed al Sireh,Hillat Ed al Sireh
SDN-942B69992162-658B39799222-X-369712,Mungara,منغأر
SDN-942B97861395-658B39263773-X-7029485,Tirfid,ترفد
SDN-942B97861395-658B26539632-X-366510,Taila,تإل
SDN-942B97861395-658B53081734-X-367102,Shenanab,شناناب
SDN-942B3923818-658B61371907-X-7754685,Kamguli,كمغأل
SDN-942B11096066-658B61474799-X-373921,Hawawit West,هووت
SDN-942B11096066-658B38962047-X-365566,Tureia,
SDN-942B51960613-658B59992430-X-375757,Es Saiyal,
SDN-942B11858188-658B18597122-X-378019,‘Azāzah,عزازة
SDN-942B51960613-658B59992430-X-375788,Ereig Wad Gabril,
SDN-942B97861395-658B53081734-X-6976952,Kamashēr,Kamashēr
SDN-942B11858188-658B25244734-X-374317,Ḩājj as Sīd,حاجّ السيد
SDN-942B53073919-658B13785953-X-6854104,Ḩimedān,Ḩimedān
SDN-942B1690804-658B72074541-X-367422,Serreih,
SDN-942B97552203-658B36248286-X-380106,‘Adila,عدل
SDN-942B86275988-658B34506299-X-7746835,Irqud,إرقد
SDN-942B97861395-658B73116180-X-366366,Tarjoak,ترجوك
SDN-942B91082353-658B282942-X-364117,Wad Jum‘ah,ود جمعة
SDN-942B53073919-658B51731802-X-379214,Al Kunūz,الكنوز
SDN-942B90817386-658B22920435-X-365681,Tugarar,تغأرر
SDN-942B69992162-658B5492704-X-368307,Qurdūd al Lubān,قردود اللبان
SDN-942B97552203-658B68839994-X-372004,Kujur,
SDN-942B97552203-658B68839994-X-372004,Kujur,كجر
SDN-942B3923818-658B61371907-X-7754683,Beiga,
SDN-942B53073919-658B51731802-X-7026045,Ash Shiţeb,Ash Shiţeb
SDN-942B91082353-658B94436265-X-371596,Lakluk,لكلك
SDN-942B53073919-658B95748812-X-7028869,Fiwayyla,فويّل
SDN-942B86275988-658B98104956-X-8147395,Umm Qanatir,أمّ قنتر
SDN-942B86275988-658B7364354-X-8046938,Umm Suneina,
SDN-942B53073919-658B21898088-X-366988,Shukri,شكر
SDN-942B93854462-658B84587935-X-8384912,Qardud,قردد
SDN-942B91082353-658B69021719-X-375048,Gebbellat,Gebellar
SDN-942B3923818-658B82603768-X-371848,Kure,
SDN-942B3923818-658B10289929-X-376013,Edermi,
SDN-942B11096066-658B55709038-X-6992253,Hillat Ed an Nekheira,Hillat Ed an Nekheira
SDN-942B51960613-658B15786683-X-7026208,Al Imtidad Tama,الإمتدد تم
SDN-942B91082353-658B90307628-X-378021,‘Azāzah,عزازة
SDN-942B3923818-658B4724147-X-7750465,Kerefeina,
SDN-942B93854462-658B86266976-X-8389753,Howanakerak,
SDN-942B51960613-658B51623620-X-6993099,Al Baqer,Al Baqer
SDN-942B51960613-658B786718-X-6983267,Ad Dineqīla,Ad Dineqīla
SDN-942B3923818-658B82603768-X-8384729,Gonyo,غونيو
SDN-942B97861395-658B73116180-X-7029604,Kabayla,كبيل
SDN-942B97861395-658B73116180-X-7029630,Dari,در
SDN-942B86275988-658B29195193-X-370147,Mereigha,مرأغ
SDN-942B80268870-658B14038138-X-373716,Ḩumarī,حمري
SDN-942B93854462-658B86266976-X-364517,Umm Tissa,
SDN-942B80268870-658B49744868-X-443907,Hillat Mostafa,هلّة موستف
SDN-942B2883900-658B65143818-X-7029338,Kardos,كردوس
SDN-942B3923818-658B61371907-X-7754697,Urdi,أرد
SDN-942B2883900-658B65201614-X-7029391,Balla,بلّ
SDN-942B82453041-658B53777192-X-367798,Saheib,
SDN-942B86275988-658B29195193-X-379629,Al Bayḑā’,البيضاء
SDN-942B80268870-658B14038138-X-363476,Zeidab East,Az Zēdab;Az Zedab
SDN-942B53073919-658B31729364-X-7026346,An Niqe‘āb,An Niqe‘āb
SDN-942B97552203-658B7044114-X-373475,‘Iyāl Bakhīt,عيال بخيت
SDN-942B80268870-658B49244776-X-378390,Ash Shallāl,الشلّال
SDN-942B91082353-658B74850080-X-374031,Hārūn,هارون
SDN-942B82453041-658B19894577-X-379936,Aḩmad ‘Abd Allāhī,أحمد عبد اللهي
SDN-942B93854462-658B23094141-X-371999,Kūkah,كوكة
SDN-942B1690804-658B90950158-X-376772,Dangolobei,
SDN-942B1690804-658B90950158-X-376772,Dangolobei,
SDN-942B86275988-658B65348086-X-366844,Sinsin,سنسن
SDN-942B91082353-658B69021719-X-380638,Abū Qudāf,أبو قداف
SDN-942B51960613-658B786718-X-364230,Wad ash Shiqil,ود الشقل
SDN-942B80268870-658B49744868-X-443897,Sanq at,سنق أت
SDN-942B93854462-658B67199928-X-373292,Gideiri,جديري
SDN-942B51960613-658B15786683-X-7026214,Ash Shikera Al Ḩilewab,Ash Shikera Al Ḩilewab
SDN-942B97861395-658B17388764-X-8249918,Toro,تورو
SDN-942B80268870-658B14038138-X-444087,Hillat al Deqa,Hillat al Deqa
SDN-942B6749338-658B12204731-X-373237,Jurayf,جريف
SDN-942B97552203-658B38442198-X-370802,Majrūr,مجرور
SDN-942B11096066-658B16705481-X-378307,As Samrā’,السمراء
SDN-942B69992162-658B5492704-X-365252,Umm Bishār,أمّ بشار
SDN-942B80268870-658B49744868-X-444041,Zoroq Korbab,زوروق كوربب
SDN-942B97552203-658B7044114-X-378220,‘Ati,عت
SDN-942B2883900-658B68656306-X-368372,Qudaydīm,قديديم
SDN-942B91082353-658B90307628-X-372366,Kiri,كر
SDN-942B51960613-658B21018606-X-379757,Al ‘Abbāsīyah,العبّاسيّة
SDN-942B91082353-658B74850080-X-373690,Ḩumrah,حمرة
SDN-942B51960613-658B786718-X-379456,Al Ḩājj,الحاجّ
SDN-942B80268870-658B60481889-X-443988,Hillat el Hibel,Hillat el Hibel
SDN-942B69992162-658B83593835-X-366208,Telib,
SDN-942B53073919-658B95748812-X-365121,Umm Fa’s,أمّ فأس
SDN-942B51960613-658B15336674-X-7026426,Kumur al Mikherif,Kumur al Mikherif
SDN-942B6749338-658B2878490-X-377996,Az Zawarat,الزورات
SDN-942B86275988-658B98104956-X-375454,Fashga,فشغأ
SDN-942B69992162-658B74043765-X-376622,Defeis,
SDN-942B69992162-658B83593835-X-6992067,Ghabt al Andaraba,غبة الأندرب
SDN-942B3923818-658B75219108-X-8384702,Damargi,دمرغإ
SDN-942B86275988-658B34506299-X-372997,Kalokitting,كلوكتّنغ
SDN-942B97861395-658B99970676-X-373221,Kabai,كبإ
SDN-942B97861395-658B48438192-X-367744,Salāmāt,سلامات
SDN-942B1690804-658B28872194-X-364790,Umm Qawzayn,أمّ قوزين
SDN-942B93854462-658B54406774-X-8385277,Nukuna,نكن
SDN-942B51960613-658B51623620-X-7026196,Al ‘Ided,Al ‘Ided
SDN-942B97552203-658B67351362-X-363644,Ya‘qūb,يعقوب
SDN-942B51960613-658B59992430-X-6957938,Aj Jined,الجنيد
SDN-942B3923818-658B20729209-X-8384758,Sewa Woga,
SDN-942B93854462-658B64088994-X-8385676,Kasiey,
SDN-942B97861395-658B53081734-X-373293,Gedeid,جديد
SDN-942B93854462-658B79993469-X-370914,Magarsa,Magarsa
SDN-942B86275988-658B92579016-X-380658,Abū Nyanya,أبو نيني
SDN-942B6749338-658B2878490-X-376718,Dār Jum‘ah,دار جمعة
SDN-942B3923818-658B10289929-X-7754580,Azwa,أزو
SDN-942B69992162-658B74043765-X-366845,Sinnayn,سنّين
SDN-942B53073919-658B51731802-X-7026004,Al Qirawa,القرو
SDN-942B97552203-658B56170266-X-367090,Sherati,
SDN-942B86275988-658B7364354-X-370732,Melemm,ملمّ
SDN-942B51960613-658B21018606-X-7026650,Kambu Fatarita,كمب فترت
SDN-942B86275988-658B26102505-X-370821,Majeigha,Mijeikha
SDN-942B51960613-658B51623620-X-375758,Es Sa‘duna,Es Sa`duna
SDN-942B86275988-658B29195193-X-381060,Aboti,أبوت
SDN-942B3923818-658B4724147-X-374624,Guldo,غألدو
SDN-942B53073919-658B95748812-X-7029060,Balanj,بلنج
SDN-942B80268870-658B49244776-X-379599,Al Buqayr,البقير
SDN-942B11858188-658B15874813-X-364471,Umm Zariba,أمّ زرب
SDN-942B69992162-658B74043765-X-7029088,Takkāl Ab Ji‘erīnā,Takkāl Ab Ji‘erīnā
SDN-942B11096066-658B16705481-X-6991864,Hillat Jibel at Tena,Hillat Jibel at Tena
SDN-942B86275988-658B92579016-X-377839,Baldanga,
SDN-942B93854462-658B34022269-X-374688,Goronei,
SDN-942B97861395-658B53081734-X-375416,Fayḑ aţ Ţayr,فيض الطير
SDN-942B11096066-658B55709038-X-6992230,Hillat Haj Ahmed,Hillat Haj Ahmed
SDN-942B51960613-658B21018606-X-373792,Horga,هورغأ
SDN-942B80268870-658B60481889-X-443880,El Bqedab,El Bqedab
SDN-942B11096066-658B55709038-X-364308,Wad al Amīn,ود الأمين
SDN-942B80268870-658B30942172-X-375874,El Howila,El Howila
SDN-942B53073919-658B95748812-X-7029108,Takkāl Berty,Takkāl Berty
SDN-942B91082353-658B74850080-X-7033699,Dunya,دني
SDN-942B69992162-658B61272609-X-364304,Wad al Bagha,ود البغ
SDN-942B1690804-658B59643855-X-7750328,Nyari,نير
SDN-942B1690804-658B72074541-X-374971,Gerasam,
SDN-942B80268870-658B44324333-X-379571,El Fahalab,فدلب
SDN-942B97552203-658B56170266-X-365078,Umm Ghuţays,أمّ غطيس
SDN-942B53073919-658B51731802-X-7025993,Qahwa,قهو
SDN-942B97861395-658B16224294-X-7001983,Al ‘Aifēn,Al ‘Aifēn
SDN-942B2883900-658B27701575-X-377538,Bayt al Marfa‘in,بيت المرفعن
SDN-942B97861395-658B65612712-X-7031445,Kubang,كبنغ
SDN-942B89754425-658B69934170-X-368672,Oyo,ويو
SDN-942B80268870-658B49744868-X-443903,Hilat Wad el Hag,Hilat Wad el Hag
SDN-942B91082353-658B69021719-X-372361,Kirma,كرم
SDN-942B93854462-658B23094141-X-376342,Dogum,دوغأم
SDN-942B2883900-658B27701575-X-377126,Bunduq as Sa‘d,بندق السعد
SDN-942B69992162-658B37119158-X-367600,Sarār Fa’r,سرار فأر
SDN-942B3923818-658B10289929-X-371783,Kurungdillo,كرنغدلّو
SDN-942B51960613-658B59992430-X-375103,Qarfa,قرف
SDN-942B91082353-658B282942-X-375378,Fiaxa,
SDN-942B89754425-658B55155001-X-6983591,Hillat Mihram,هلّة مهرم
SDN-942B80268870-658B60481889-X-443986,Hillat Qoz el Wali,Hillat Qoz el Wali
SDN-942B69992162-658B74043765-X-7029098,Um Kiweka,Um Kiweka
SDN-942B51960613-658B51623620-X-375703,Fadl,فدل
SDN-942B86275988-658B95310062-X-372417,Kigienni,
SDN-942B3923818-658B75219108-X-372150,Korgojok,كورغوجوك
SDN-942B93854462-658B84587935-X-8384690,Gheibash,
SDN-942B1690804-658B26313129-X-364996,Umm Higeina,
SDN-942B82453041-658B71268180-X-380493,Abū Shaţţah,أبو شطّة
SDN-942B93854462-658B23094141-X-381153,‘Abd Allāh,عبد الله
SDN-942B91082353-658B90307628-X-378866,Amilir,أملر
SDN-942B80268870-658B42379236-X-444117,El Sidir,El Sidir
SDN-942B97861395-658B26539632-X-371263,Lokola,لوكول
SDN-942B69992162-658B83593835-X-379126,El Matara,المطرة
SDN-942B90817386-658B22920435-X-374386,Ḩafarah,حفرة
SDN-942B91082353-658B90307628-X-372554,Khamīs,خميس
SDN-942B3923818-658B61371907-X-376083,Duro,درو
SDN-942B1690804-658B90950158-X-371402,Lil Korat,لل كورت
SDN-942B1690804-658B90950158-X-371402,Lil Korat,
SDN-942B91082353-658B282942-X-375166,Gambo,غأمبو
SDN-942B11096066-658B86367930-X-372563,Khagalab,خغألب
SDN-942B93854462-658B64088994-X-378917,Amaretta,
SDN-942B53073919-658B51731802-X-380146,Ad Dubasi,الدبس
SDN-942B51960613-658B59992430-X-366571,Tabi,تب
SDN-942B51960613-658B59992430-X-7026152,At Takala,التكل
SDN-942B97552203-658B38442198-X-373750,Ḩujaylīj,حجيليج
SDN-942B53073919-658B95748812-X-7029126,Kadāyis Al Bideriyya,Kadāyis Al Bideriyya
SDN-942B93854462-658B84587935-X-8384848,Umm Gerwa,
SDN-942B3923818-658B75219108-X-377580,Bata,بت
SDN-942B11096066-658B86367930-X-366617,Surūjīyah,سروجيّة
SDN-942B51960613-658B15336674-X-374026,Hārūn Muḩammad,هارون محمّد
SDN-942B51960613-658B59992430-X-364841,Umm Mattola,أمّ متّول
SDN-942B69992162-658B83593835-X-379125,El Matara,المطرة
SDN-942B51960613-658B22792001-X-7026499,As Saniyya,السنيّ
SDN-942B93854462-658B86266976-X-8389614,Adira,
SDN-942B97861395-658B15644153-X-7029457,Mahala,مهل
SDN-942B82453041-658B53777192-X-380653,Abū Qa‘b,أبو قعب
SDN-942B97861395-658B53081734-X-372707,Kau,كأ
SDN-942B11858188-658B96645241-X-374845,Ghurayqānah,غريقانة
SDN-942B1690804-658B65009750-X-7746423,Seiger,
SDN-942B69992162-658B74043765-X-366183,Tendar,
SDN-942B80268870-658B30942172-X-373908,Ḩawsh Faraneib,Hawsh Faraneib;Hosh Faraneib
SDN-942B51960613-658B15786683-X-7026236,Ţayba Ash Shekh Al Qurashi,Ţayba Ash Shekh Al Qurashi
SDN-942B51960613-658B77015060-X-372559,Khalīfah,خليفة
SDN-942B93854462-658B86266976-X-8389633,Tamaru,
SDN-942B97861395-658B15644153-X-7029023,Ad Dabkar,الدبكر
SDN-942B80268870-658B14038138-X-444125,Umm Hiqen,Umm Hiqen
SDN-942B91082353-658B94436265-X-7002183,El Ahmar,El Ahmar
SDN-942B51960613-658B59992430-X-381121,‘Abd el Qadir,`Abd el Qadir
SDN-942B97861395-658B53081734-X-369561,Muwayliḩ,مويلح
SDN-942B97861395-658B53081734-X-7031649,Zireqa,
SDN-942B3923818-658B82603768-X-365027,Umm Haraz,أمّ هرز
SDN-942B11096066-658B61474799-X-444026,El Badyab,El Badyab
SDN-942B51960613-658B51623620-X-6991699,Qaryat Abu Hasabo,قرية ابو حسبو
SDN-942B97861395-658B48438192-X-366556,Taduka,تدك
SDN-942B88867350-658B88867350-X-370312,Mayak Adhulik,ميك أذلك
SDN-942B97861395-658B53081734-X-368151,Rasrasa,رصرصة
SDN-942B3923818-658B20365797-X-7746986,Kusuru,كسر
SDN-942B11858188-658B18597122-X-374029,Hārūn,هارون
SDN-942B51960613-658B15786683-X-370675,Hillat Malasa,هلّة ملس
SDN-942B11096066-658B55709038-X-6992221,Hillat ar Raboub,هلّة الربوب
SDN-942B11096066-658B55709038-X-6992221,Hillat ar Raboub,هلّة الربوب
SDN-942B86275988-658B58223905-X-368337,Quray‘ah,قريعة
SDN-942B51960613-658B51623620-X-376107,Hillat Dioer,دقير
SDN-942B93854462-658B64088994-X-367595,Sarat,
SDN-942B93854462-658B64088994-X-376400,Direita,
SDN-942B93854462-658B84587935-X-366648,Sureif,سريف
SDN-942B51960613-658B51623620-X-6983191,Um Marrih,أم مرّة
SDN-942B3923818-658B75219108-X-8390139,Birsa,
SDN-942B2883900-658B65143818-X-7029380,At Tikena,At Tikena
SDN-942B11096066-658B55709038-X-365492,‘Ubeidullah,`Ubeidullah
SDN-942B86275988-658B34506299-X-7041503,Bensi,
SDN-942B11096066-658B55709038-X-6992166,Hillat ar Raboob Al Bayara,هلّة الربوّب البير
SDN-942B69992162-658B61272609-X-368430,Qawz al Kursan,قوز الكرسن
SDN-942B86275988-658B98788246-X-380396,Abū ‘Ūd,أبو عود
SDN-942B53073919-658B95748812-X-7029148,At Tuhma,التهم
SDN-942B91082353-658B94436265-X-7033531,Barqu,برق
SDN-942B53073919-658B51731802-X-6983290,Midests,Midests
SDN-942B3923818-658B10289929-X-7754574,Kaita,كإت
SDN-942B69992162-658B39799222-X-369802,Mugheisiba,
SDN-942B3923818-658B10289929-X-368470,Gallabat,غألّبت
SDN-942B51960613-658B51623620-X-380574,Abu Rus,أب رس
SDN-942B86275988-658B7364354-X-368427,Qoz en Na‘am,قوز النعام
SDN-942B51960613-658B15336674-X-378146,At Toman,التومن
SDN-942B97861395-658B72272794-X-365973,Tindimming,تندمّنغ
SDN-942B51960613-658B51623620-X-6991669,Ash Shewen,Ash Shewen
SDN-942B90817386-658B3360231-X-378402,Ashkeit,
SDN-942B53073919-658B21898088-X-375625,Fakī ‘Alī,فكي علي
SDN-942B51960613-658B786718-X-7026536,Aţ Ţiqe,Aţ Ţiqe
SDN-942B88867350-658B88867350-X-368356,Qulūd,قلود
SDN-942B2883900-658B55313236-X-381091,‘Ābidīn,عابدين
SDN-942B2883900-658B61672055-X-376651,Dayrah,ديرة
SDN-942B69992162-658B75251993-X-377985,Az Zurayqā’,الزريقاء
SDN-942B88867350-658B88867350-X-380269,Adama Umm Qurein,أدم أمّ قرين
SDN-942B93854462-658B86266976-X-376225,Dudei,
SDN-942B86275988-658B65348086-X-364650,Umm Sekka,
SDN-942B91082353-658B282942-X-375512,Faragamindo as Sahal,فرغأمندو السهل
SDN-942B51960613-658B22792001-X-7026549,Abu Mirekha,Abu Mirekha
SDN-942B97552203-658B471537-X-375353,Fofaya,فوفي
SDN-942B53073919-658B31729364-X-379113,Al Mijegha,Al Mijegha;El Megeifa
SDN-942B11096066-658B61474799-X-6992467,Garrafa,غأرّف
SDN-942B3923818-658B61371907-X-373116,Kagko,كغكو
SDN-942B86275988-658B32902767-X-367251,Sharaya,شري
SDN-942B69992162-658B37119158-X-369160,Ni‘ma Sirkatti,نعم سركتّ
SDN-942B90817386-658B3360231-X-7024827,Qaryah Thamānīvata ‘Ashar,القرية 18
SDN-942B3923818-658B4724147-X-7750565,Uyur,أير
SDN-942B1690804-658B26313129-X-364337,Wada‘ah,ودعة
SDN-942B86275988-658B26102505-X-370001,Misig,مسغ
SDN-942B53073919-658B31729364-X-7018686,Ḩamrat ash Shēkh aṣ Ṣūfi,Ḩamrat ash Shēkh aṣ Ṣūfi
SDN-942B2883900-658B65143818-X-7029360,Ad Dem,Ad Dem
SDN-942B80268870-658B14038138-X-444078,El Higelab,El Higelab
SDN-942B80268870-658B14038138-X-373839,Hillat Kinadrha,هلّة كندره
